log2_N,N,Init_T,FFT_T,RMS_T,Total_T
22,4194304,988709,1997062,10183191,13168962
22,4194304,1002271,1994165,9211651,12208087
22,4194304,1185445,1992746,10243399,13421590
22,4194304,954834,1991591,8960677,11907102
22,4194304,916271,1992909,9717238,12626418
REL_RMS_ERR for log2_N:22
0.00000154,0.00000154,0.00000154,0.00000154,0.00000154,
